医院		1	{"pinyin": "yi1 yuan4", "word_sp": "医院", "word_tr": "醫院", "glosses": ["hospital", "CL:所[suo3],家[jia1],座[zuo4]"]}
椅子		1	{"pinyin": "yi3 zi5", "word_sp": "椅子", "word_tr": "椅子", "glosses": ["chair", "CL:把[ba3],套[tao4]"]}
有		1	{"pinyin": "you3", "word_sp": "有", "word_tr": "有", "glosses": ["to have", "there is", "there are", "to exist", "to be"]}
月		1	{"pinyin": "yue4", "word_sp": "月", "word_tr": "月", "glosses": ["moon", "month", "monthly", "CL:個|个[ge4],輪|轮[lun2]"]}
再见		1	{"pinyin": "zai4 jian4", "word_sp": "再见", "word_tr": "再見", "glosses": ["goodbye", "see you again later"]}
在		1	{"pinyin": "zai4", "word_sp": "在", "word_tr": "在", "glosses": ["(located) at", "(to be) in", "to exist", "in the middle of doing sth", "(indicating an action in progress)"]}
怎么		1	{"pinyin": "zen3 me5", "word_sp": "怎么", "word_tr": "怎麼", "glosses": ["how?", "what?", "why?"]}
怎么样		1	{"pinyin": "zen3 me5 yang4", "word_sp": "怎么样", "word_tr": "怎麼樣", "glosses": ["how?", "how about?", "how was it?", "how are things?"]}
这		1	{"pinyin": "zhe4", "word_sp": "这", "word_tr": "這", "glosses": ["this", "these", "(commonly pr. [zhei4] before a classifier, esp. in Beijing)"]}
中国		1	{"pinyin": "Zhong1 guo2", "word_sp": "中国", "word_tr": "中國", "glosses": ["China"]}
中午		1	{"pinyin": "zhong1 wu3", "word_sp": "中午", "word_tr": "中午", "glosses": ["noon", "midday", "CL:個|个[ge4]"]}
住		1	{"pinyin": "zhu4", "word_sp": "住", "word_tr": "住", "glosses": ["to live", "to dwell", "to stay", "to reside", "to stop", "(suffix indicating firmness, steadiness, or coming to a halt)"]}
桌子		1	{"pinyin": "zhuo1 zi5", "word_sp": "桌子", "word_tr": "桌子", "glosses": ["table", "desk", "CL:張|张[zhang1],套[tao4]"]}
字		1	{"pinyin": "zi4", "word_sp": "字", "word_tr": "字", "glosses": ["letter", "symbol", "character", "word", "CL:個|个[ge4]", "courtesy or style name traditionally given to males aged 20 in dynastic China"]}
昨天		1	{"pinyin": "zuo2 tian1", "word_sp": "昨天", "word_tr": "昨天", "glosses": ["yesterday"]}
坐		1	{"pinyin": "zuo4", "word_sp": "坐", "word_tr": "坐", "glosses": ["to sit", "to take a seat", "to take (a bus, airplane etc)", "to bear fruit", "variant of 座[zuo4]"]}
做		1	{"pinyin": "zuo4", "word_sp": "做", "word_tr": "做", "glosses": ["to do", "to make", "to produce", "to write", "to compose", "to act as", "to engage in", "to hold (a party)", "to be", "to become", "to function (in some capacity)", "to serve as", "to be used for", "to form (a bond or relationship)", "to pretend", "to feign", "to act a part", "to put on appearance"]}
吧		2	{"pinyin": "ba5", "word_sp": "吧", "word_tr": "吧", "glosses": ["(modal particle indicating suggestion or surmise)", "...right?", "...OK?", "...I presume."]}
白		2	{"pinyin": "bai2", "word_sp": "白", "word_tr": "白", "glosses": ["white", "snowy", "pure", "bright", "empty", "blank", "plain", "clear", "to make clear", "in vain", "gratuitous", "free of charge", "reactionary", "anti-communist", "funeral", "to stare coldly", "to write wrong character", "to state", "to explain", "vernacular", "spoken lines in opera"]}
百		2	{"pinyin": "bai3", "word_sp": "百", "word_tr": "百", "glosses": ["hundred", "numerous", "all kinds of"]}
帮助		2	{"pinyin": "bang1 zhu4", "word_sp": "帮助", "word_tr": "幫助", "glosses": ["assistance", "aid", "to help", "to assist"]}
报纸		2	{"pinyin": "bao4 zhi3", "word_sp": "报纸", "word_tr": "報紙", "glosses": ["newspaper", "newsprint", "CL:份[fen4],期[qi1],張|张[zhang1]"]}
比		2	{"pinyin": "bi3", "word_sp": "比", "word_tr": "比", "glosses": ["(particle used for comparison and \"-er than\")", "to compare", "to contrast", "to gesture (with hands)", "ratio"]}
别		2	{"pinyin": "bie2", "word_sp": "别", "word_tr": "別", "glosses": ["to leave", "to depart", "to separate", "to distinguish", "to classify", "other", "another", "do not", "must not", "to pin", "to stick (sth) in"]}
宾馆		2	{"pinyin": "bin1 guan3", "word_sp": "宾馆", "word_tr": "賓館", "glosses": ["guesthouse", "lodge", "hotel", "CL:個|个[ge4],家[jia1]"]}
长	形容词	2	{"pinyin": "chang2", "word_sp": "长", "word_tr": "長", "glosses": ["length", "long", "forever", "always", "constantly"]}
唱歌		2	{"pinyin": "chang4 ge1", "word_sp": "唱歌", "word_tr": "唱歌", "glosses": ["to sing a song"]}
出		2	{"pinyin": "chu1", "word_sp": "出", "word_tr": "出", "glosses": ["to go out", "to come out", "to occur", "to produce", "to go beyond", "to rise", "to put forth", "to happen", "classifier for dramas, plays, operas etc"]}
穿		2	{"pinyin": "chuan1", "word_sp": "穿", "word_tr": "穿", "glosses": ["to wear", "to put on", "to dress", "to bore through", "to pierce", "to perforate", "to penetrate", "to pass through", "to thread"]}
次		2	{"pinyin": "ci4", "word_sp": "次", "word_tr": "次", "glosses": ["next in sequence", "second", "the second (day, time etc)", "secondary", "vice-", "sub-", "infra-", "inferior quality", "substandard", "order", "sequence", "hypo- (chemistry)", "classifier for enumerated events: time"]}
